Administering_IC_K99,Congressional_District_K99,Department_K99,Organization_Name_K99,Organization_City_K99,Organization_State_K99,Organization_Type_K99,Funding_IC.s._K99,K99_inst_pub_priv,same_dept,same_insti,Administering_IC_R00,Congressional_District_R00,Department_R00,Organization_Name_R00,Organization_City_R00,Organization_State_R00,Organization_Type_R00,Fiscal_Year_R00,Funding_IC.s._R00,R00_inst_pub_priv,Grant_type,Retained_Y_N,years_to_obtain_R01,Obtained_R01,ga_gender,K99_pub_priv,R00_pub_priv,Top_25_NIH_funding_K99,Top_25_NIH_funding_R00
NCI,12,ANATOMY/CELL BIOLOGY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NCI,Private,FALSE,FALSE,NCI,12,UnavaiLABle,SLOAN-KETTERING_INST_CAN_RES_R00,NEW YORK,NY,Research Institutes,2018,NCI,Private,Unknown,LEFT,5,NO,male,Private,Private,NO,YES
NINDS,9,BIOCHEMISTRY,U_OF_TEXAS_HLTH_SCI_CTR_HOUSTON_K99,HOUSTON,TX,SCHOOLS OF MEDICINE,NINDS,Public,FALSE,FALSE,NINDS,25,PHARMACOLOGY,U_OF_ROCHESTER_R00,ROCHESTER,NY,SCHOOL OF MEDICINE & DENTISTRY,2017,NINDS,private,R35,LEFT,3,YES,male,Public,private,NO,NO
NIGMS,3,BIOCHEMISTRY,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF ARTS AND SCIENCES,NIGMS,Private,TRUE,FALSE,NIGMS,3,BIOCHEMISTRY,WESLEYAN_U_R00,MIDDLETOWN,CT,SCHOOLS OF ARTS AND SCIENCES,2009,NIGMS,Private,Unknown,LEFT,13,NO,female,Private,Private,YES,NO
NIDCD,7,NONE,U_OF_WASHINGTON_K99,SEATTLE,WA,ORGANIZED RESEARCH UNITS,NIDCD,Public,FALSE,FALSE,NIDCD,25,BIOMEDICAL ENGINEERING,U_OF_ROCHESTER_R00,ROCHESTER,NY,SCHOOL OF MEDICINE & DENTISTRY,2016,NIDCD,private,R01,LEFT,4,YES,male,Public,private,YES,NO
NIDCR,7,UnavaiLABle,SEATTLE_CHILDRENS_HOSP_K99,SEATTLE,WA,Independent Hospitals,NIDCR,Private,TRUE,TRUE,NIDCR,7,UnavaiLABle,SEATTLE_CHILDRENS_HOSP_R00,SEATTLE,WA,Independent Hospitals,2013,NIDCR,Private,Unknown,STAYED,9,NO,male,Private,Private,NO,NO
NINR,4,NONE,BOSTON_COLL_K99,CHESTNUT HILL,MA,SCHOOLS OF NURSING,NINR,Private,TRUE,TRUE,NINR,4,NONE,BOSTON_COLL_R00,CHESTNUT HILL,MA,SCHOOLS OF NURSING,2022,NINR,Private,Unknown,STAYED,0,NO,female,Private,Private,NO,NO
NHLBI,11,INTERNAL MEDICINE/MEDICINE,CASE_WESTERN_RESERVE_U_K99,CLEVELAND,OH,SCHOOLS OF MEDICINE,NHLBI,Private,TRUE,TRUE,NHLBI,11,INTERNAL MEDICINE/MEDICINE,CASE_WESTERN_RESERVE_U_R00,CLEVELAND,OH,SCHOOLS OF MEDICINE,2011,NHLBI,Private,R01,STAYED,5,YES,male,Private,Private,NO,NO
NHLBI,30,BIOCHEMISTRY,UT_SOUTHWESTERN_MED_CTR_K99,DALLAS,TX,SCHOOLS OF MEDICINE,NHLBI,Public,FALSE,FALSE,NHLBI,1,UnavaiLABle,CINCINNATI_CHILDRENS_HOSP_MED_CTR_R00,CINCINNATI,OH,Independent Hospitals,2020,NHLBI,Private,R01,LEFT,2,YES,female,Public,Private,NO,NO
NINDS,7,NEUROSCIENCES,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NINDS,Private,FALSE,FALSE,NINDS,28,UnavaiLABle,CHILDRENS_HOSP_OF_LOS_ANGELES_R00,LOS ANGELES,CA,Independent Hospitals,2009,NINDS,Private,R01,LEFT,4,YES,female,Private,Private,YES,NO
NCI,12,UnavaiLABle,SLOAN-KETTERING_INST_CAN_RES_K99,NEW YORK,NY,Research Institutes,NCI,Private,TRUE,FALSE,NCI,5,UnavaiLABle,HACKENSACK_U_MED_CTR_R00,HACKENSACK,NJ,Independent Hospitals,2022,NCI,Private,Unknown,LEFT,0,NO,male,Private,Private,YES,NO
NINR,12,NONE,NEW_YORK_U_K99,NEW YORK,NY,SCHOOLS OF NURSING,NINR,Private,TRUE,TRUE,NINR,12,NONE,NEW_YORK_U_R00,NEW YORK,NY,SCHOOLS OF NURSING,2020,NINR,Private,Unknown,STAYED,3,NO,female,Private,Private,YES,YES
NIAID,13,MICROBIOLOGY/IMMUN/VIROLOGY,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIAID,Private,TRUE,FALSE,NIAID,1,MICROBIOLOGY/IMMUN/VIROLOGY,U_OF_CHICAGO_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2013,NIAID,private,R01,LEFT,5,YES,male,Private,private,YES,NO
NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,FALSE,FALSE,NCI,2,BIOLOGY,WORCESTER_POLYTECHNIC_INST_R00,WORCESTER,MA,SCHOOLS OF ARTS AND SCIENCES,2015,NCI,Private,Unknown,LEFT,8,NO,female,Private,Private,YES,NO
NIDA,5,GENETICS,EMORY_U_K99,ATLANTA,GA,SCHOOLS OF MEDICINE,NIDA,Private,FALSE,FALSE,NIDA,1,ANATOMY/CELL BIOLOGY,ROWAN_U_SCH/OSTEOPATHIC_MED_R00,STRATFORD,NJ,SCHOOLS OF OSTEOPATHIC MEDICINE,2018,NIDA,Private,Unknown,LEFT,4,NO,male,Private,Private,YES,NO
NICHD,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NICHD,Private,TRUE,FALSE,NICHD,98,UnavaiLABle,GEORGE_WASHINGTON_U_R00,WASHINGTON,DC,Domestic Higher Education,2013,NICHD,Private,R01,LEFT,5,YES,Unknown,Private,Private,NO,NO
NCI,7,PUBLIC HEALTH & PREV MEDICINE,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF PUBLIC HEALTH,NCI,Private,TRUE,FALSE,NCI,1,PUBLIC HEALTH & PREV MEDICINE,MED_U_OF_SOUTH_CAROLINA_R00,CHARLESTON,SC,SCHOOLS OF MEDICINE,2022,NCI,Private,Unknown,LEFT,1,NO,male,Private,Private,YES,NO
NIDDK,49,UnavaiLABle,SCRIPPS_RES_INST_THE_K99,LA JOLLA,CA,Other Domestic Non-Profits,NIDDK,Private,FALSE,FALSE,NIDDK,9,NEUROSCIENCES,BAYLOR_COLL_OF_MED_R00,HOUSTON,TX,SCHOOLS OF MEDICINE,2022,NIDDK,Private,Unknown,LEFT,0,NO,female,Private,Private,YES,NO
NIGMS,12,BIOCHEMISTRY,PRINCETON_U_K99,Princeton,NJ,SCHOOLS OF ARTS AND SCIENCES,NIGMS,Private,FALSE,FALSE,NIGMS,7,BIOLOGY,MASSACHUSETTS_INST_OF_TECH_R00,CAMBRIDGE,MA,SCHOOLS OF ARTS AND SCIENCES,2011,NIGMS,Private,R01,LEFT,3,YES,male,Private,Private,NO,NO
NHLBI,5,PSYCHIATRY,EMORY_U_K99,ATLANTA,GA,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,FALSE,NHLBI,98,PHARMACOLOGY,GEORGE_WASHINGTON_U_R00,WASHINGTON,DC,SCHOOLS OF MEDICINE,2014,NHLBI,Private,R01,LEFT,6,YES,male,Private,Private,YES,NO
NINR,13,OTHER HEALTH PROFESSIONS,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF NURSING,NINR,Private,TRUE,FALSE,NINR,12,OTHER HEALTH PROFESSIONS,WEILL_MED_COLL_OF_CORNELL_U_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2018,NINR,Private,R01,LEFT,3,YES,male,Private,Private,YES,NO
NIBIB,11,BIOLOGY,GEORGE_MASON_U_K99,FAIRFAX,VA,SCHOOLS OF ARTS AND SCIENCES,NIBIB,Private,FALSE,FALSE,NIBIB,11,CHEMISTRY,CASE_WESTERN_RESERVE_U_R00,CLEVELAND,OH,SCHOOLS OF ARTS AND SCIENCES,2022,NIBIB,Private,Unknown,LEFT,0,NO,female,Private,Private,NO,NO
NEI,10,MISCELLANEOUS,U_OF_TEXAS_AT_AUSTIN_K99,AUSTIN,TX,SCHOOLS OF ARTS AND SCIENCES,NEI,Public,FALSE,FALSE,NEI,7,BIOLOGY,NORTHEASTERN_U_R00,BOSTON,MA,SCHOOLS OF ARTS AND SCIENCES,2019,NEI,Private,Unknown,LEFT,3,NO,male,Public,Private,NO,NO
NIDDK,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NIDDK,Private,TRUE,TRUE,NIDDK,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2012,NIDDK,Private,R01,STAYED,4,YES,male,Private,Private,NO,NO
NIDCD,12,GENETICS,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NIDCD,Private,FALSE,FALSE,NIDCD,12,BIOLOGY,PRINCETON_U_R00,Princeton,NJ,SCHOOLS OF ARTS AND SCIENCES,2014,NIDCD,Private,DP2,LEFT,4,YES,female,Private,Private,NO,NO
NHGRI,25,BIOSTATISTICS & OTHER MATH SCI,U_OF_ROCHESTER_K99,ROCHESTER,NY,SCHOOL OF MEDICINE & DENTISTRY,NHGRI,private,TRUE,TRUE,NHGRI,25,BIOSTATISTICS & OTHER MATH SCI,U_OF_ROCHESTER_R00,ROCHESTER,NY,SCHOOL OF MEDICINE & DENTISTRY,2014,NHGRI,private,R01,STAYED,7,YES,male,private,private,NO,NO
NHLBI,1,INTERNAL MEDICINE/MEDICINE,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,FALSE,NHLBI,1,BIOCHEMISTRY,SAINT_LOUIS_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2019,NHLBI,private,Unknown,LEFT,4,NO,male,Private,private,YES,NO
NHLBI,1,UnavaiLABle,NATIONAL_JEWISH_HEALTH_K99,DENVER,CO,Independent Hospitals,NHLBI,Private,TRUE,TRUE,NHLBI,1,UnavaiLABle,NATIONAL_JEWISH_HEALTH_R00,DENVER,CO,Independent Hospitals,2020,NHLBI,Private,Unknown,STAYED,2,NO,female,Private,Private,NO,NO
NCI,18,BIOLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF ARTS AND SCIENCES,NCI,Private,FALSE,FALSE,NCI,11,GENETICS,CASE_WESTERN_RESERVE_U_R00,CLEVELAND,OH,SCHOOLS OF MEDICINE,2021,NCI,Private,R01,LEFT,2,YES,male,Private,Private,YES,NO
NCI,49,UnavaiLABle,SALK_INST_FOR_BIOLOGICAL_STUDIES_K99,La Jolla,CA,Research Institutes,NCI,Private,TRUE,FALSE,NCI,32,UnavaiLABle,BECKMAN_RES_INST/CITY_OF_HOPE_R00,DUARTE,CA,Research Institutes,2022,NCI,Private,Unknown,LEFT,1,NO,female,Private,Private,NO,NO
NCI,9,BIOMEDICAL ENGINEERING,U_OF_TX_MD_ANDERSON_CAN_CTR_K99,HOUSTON,TX,HOSPITALS,NCI,Public,FALSE,FALSE,NCI,11,OTHER BASIC SCIENCES,CLEVELAND_CLINIC_LERNER_COM-CWRU_R00,CLEVELAND,OH,SCHOOLS OF MEDICINE,2022,NCI,Private,Unknown,LEFT,0,NO,male,Public,Private,NO,NO
NHGRI,7,GENETICS,U_OF_WASHINGTON_K99,SEATTLE,WA,SCHOOLS OF MEDICINE,NHGRI,Public,FALSE,FALSE,NHGRI,2,OTHER BASIC SCIENCES,DARTMOUTH_COLL_R00,HANOVER,NH,SCHOOLS OF MEDICINE,2019,NHGRI,Private,DP2,LEFT,3,YES,male,Public,Private,YES,NO
NICHD,12,PHARMACOLOGY,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,NICHD,public,FALSE,FALSE,NICHD,5,ANATOMY/CELL BIOLOGY,HARVARD_U_R00,CAMBRIDGE,MA,SCHOOLS OF ARTS AND SCIENCES,2021,NICHD,Private,DP2,LEFT,2,YES,female,public,Private,YES,NO
NIGMS,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_K99,SEATTLE,WA,Research Institutes,NIGMS,Private,TRUE,FALSE,NIGMS,9,UnavaiLABle,PACIFIC_NORTHWEST_RES_INST_R00,SEATTLE,WA,Research Institutes,2018,NIGMS,Private,R35,LEFT,4,YES,male,Private,Private,YES,NO
NIMH,7,ANATOMY/CELL BIOLOGY,BOSTON_U_MED_CAMPUS_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NIMH,Private,TRUE,TRUE,NIMH,7,ANATOMY/CELL BIOLOGY,BOSTON_U_MED_CAMPUS_R00,BOSTON,MA,SCHOOLS OF MEDICINE,2015,NIMH,Private,R01,STAYED,5,YES,female,Private,Private,NO,NO
NIBIB,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NIBIB,Private,TRUE,TRUE,NIBIB,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2011,NIBIB,Private,R01,STAYED,5,YES,male,Private,Private,NO,NO
NINR,18,OTHER HEALTH PROFESSIONS,U_OF_PITTSBURGH_AT_PITTSBURGH_K99,PITTSBURGH,PA,SCHOOLS OF NURSING,NINR,Public,FALSE,FALSE,NINR,12,NONE,NEW_YORK_U_R00,NEW YORK,NY,SCHOOLS OF NURSING,2017,NINR,Private,Unknown,LEFT,5,NO,male,Public,Private,YES,YES
NIMH,12,PSYCHIATRY,WEILL_MED_COLL_OF_CORNELL_U_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIMH,Private,FALSE,FALSE,NIMH,7,PSYCHOLOGY,BOSTON_U_(CHARLES_RIVER_CAMPUS)_R00,BOSTON,MA,SCHOOLS OF ARTS AND SCIENCES,2022,NIMH,Private,Unknown,LEFT,1,NO,female,Private,Private,NO,NO
NIDDK,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NIDDK,Private,TRUE,TRUE,NIDDK,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2016,NIDDK,Private,R01,STAYED,6,YES,male,Private,Private,NO,NO
NCI,12,BIOLOGY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NCI,Private,FALSE,FALSE,NCI,1,INTERNAL MEDICINE/MEDICINE,U_OF_CHICAGO_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2020,NCI,private,Unknown,LEFT,2,NO,male,Private,private,NO,NO
NEI,3,ANATOMY/CELL BIOLOGY,U_OF_CALIFORNIA_AT_DAVIS_K99,DAVIS,CA,SCHOOLS OF MEDICINE,NEI,Public,FALSE,FALSE,NEI,5,OPHTHALMOLOGY,MED_COLL_OF_WISCONSIN_R00,MILWAUKEE,WI,SCHOOLS OF MEDICINE,2021,NEI,Private,Unknown,LEFT,2,NO,male,Public,Private,NO,NO
NICHD,7,UnavaiLABle,WHITEHEAD_INST_FOR_BIOMED_RES_K99,CAMBRIDGE,MA,Research Institutes,NICHD,Private,TRUE,FALSE,NICHD,1,UnavaiLABle,CINCINNATI_CHILDRENS_HOSP_MED_CTR_R00,CINCINNATI,OH,Independent Hospitals,2022,NICHD,Private,Unknown,LEFT,0,NO,female,Private,Private,NO,NO
NCI,12,UnavaiLABle,SLOAN-KETTERING_INST_CAN_RES_K99,NEW YORK,NY,Research Institutes,NCI,Private,TRUE,FALSE,NCI,1,UnavaiLABle,CINCINNATI_CHILDRENS_HOSP_MED_CTR_R00,CINCINNATI,OH,Independent Hospitals,2022,NCI,Private,Unknown,LEFT,0,NO,female,Private,Private,YES,NO
NIDA,7,NEUROSCIENCES,U_OF_ALABAMA_AT_BIRMINGHAM_K99,BIRMINGHAM,AL,SCHOOLS OF MEDICINE,NIDA,public,FALSE,FALSE,NIDA,18,UnavaiLABle,SCRIPPS_FLORIDA_R00,JUPITER,FL,Research Institutes,2010,NIDA,Private,R01,LEFT,4,YES,female,public,Private,NO,NO
NHLBI,2,INTERNAL MEDICINE/MEDICINE,U_OF_IOWA_K99,IOWA CITY,IA,SCHOOLS OF MEDICINE,NHLBI,Public,FALSE,FALSE,NHLBI,1,UnavaiLABle,MAYO_CLINIC_ROCHESTER_R00,ROCHESTER,MN,Other Domestic Non-Profits,2009,NHLBI,Private,R01,LEFT,5,YES,male,Public,Private,NO,NO
NCI,5,ANATOMY/CELL BIOLOGY,VANDERBILT_U_K99,Nashville,TN,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,2,PHARMACOLOGY,DARTMOUTH_COLL_R00,HANOVER,NH,SCHOOLS OF MEDICINE,2012,NCI,Private,R01,LEFT,6,YES,male,Private,Private,YES,NO
NIDDK,7,UnavaiLABle,DANA-FARBER_CANCER_INST_K99,BOSTON,MA,Independent Hospitals,NIDDK,Private,TRUE,TRUE,NIDDK,7,UnavaiLABle,DANA-FARBER_CANCER_INST_R00,BOSTON,MA,Independent Hospitals,2022,NIDDK,Private,Unknown,STAYED,1,NO,female,Private,Private,NO,NO
NINR,28,UnavaiLABle,CEDARS-SINAI_MED_CTR_K99,LOS ANGELES,CA,Independent Hospitals,OD,Private,TRUE,TRUE,NINR,28,UnavaiLABle,CEDARS-SINAI_MED_CTR_R00,LOS ANGELES,CA,Independent Hospitals,2022,NINR,Private,Unknown,STAYED,1,NO,female,Private,Private,NO,NO
NCI,49,UnavaiLABle,SCRIPPS_RES_INST_THE_K99,LA JOLLA,CA,Other Domestic Non-Profits,NCI,Private,FALSE,FALSE,NCI,1,CHEMISTRY,U_OF_CHICAGO_R00,CHICAGO,IL,SCHOOLS OF ARTS AND SCIENCES,2015,NCI,private,R01,LEFT,7,YES,male,Private,private,YES,NO
NHLBI,26,UnavaiLABle,ROSWELL_PARK_CANCER_INST_CORP_K99,BUFFALO,NY,Independent Hospitals,NHLBI,Private,TRUE,TRUE,NHLBI,26,UnavaiLABle,ROSWELL_PARK_CANCER_INST_CORP_R00,BUFFALO,NY,Independent Hospitals,2022,NHLBI,Private,Unknown,STAYED,1,NO,male,Private,Private,NO,NO
NCI,6,BIOMEDICAL ENGINEERING,WAKE_FOREST_U_HEALTH_SCI_K99,WINSTON-SALEM,NC,SCHOOLS OF MEDICINE,NCI,Private,TRUE,TRUE,NCI,6,BIOMEDICAL ENGINEERING,WAKE_FOREST_U_HEALTH_SCI_R00,WINSTON-SALEM,NC,SCHOOLS OF MEDICINE,2012,NCI,Private,R01,STAYED,3,YES,male,Private,Private,NO,NO
NICHD,9,PATHOLOGY,BAYLOR_COLL_OF_MED_K99,HOUSTON,TX,SCHOOLS OF MEDICINE,NICHD,Private,FALSE,TRUE,NICHD,9,UnavaiLABle,BAYLOR_COLL_OF_MED_R00,HOUSTON,TX,Domestic Higher Education,2020,NICHD,Private,Unknown,STAYED,2,NO,female,Private,Private,NO,NO
NCCIH,3,INTERNAL MEDICINE/MEDICINE,OHIO_STATE_U_K99,COLUMBUS,OH,SCHOOLS OF MEDICINE,NCCIH,Public,FALSE,FALSE,NCCIH,9,PEDIATRICS,BAYLOR_COLL_OF_MED_R00,HOUSTON,TX,SCHOOLS OF MEDICINE,2017,OD,Private,Unknown,LEFT,6,NO,female,Public,Private,NO,NO
NICHD,9,PEDIATRICS,BAYLOR_COLL_OF_MED_K99,HOUSTON,TX,SCHOOLS OF MEDICINE,NICHD,Private,TRUE,TRUE,NICHD,9,PEDIATRICS,BAYLOR_COLL_OF_MED_R00,HOUSTON,TX,SCHOOLS OF MEDICINE,2019,NICHD,Private,Unknown,STAYED,3,NO,female,Private,Private,NO,NO
NHLBI,25,SURGERY,U_OF_ROCHESTER_K99,ROCHESTER,NY,SCHOOL OF MEDICINE & DENTISTRY,NHLBI,private,TRUE,TRUE,NHLBI,25,SURGERY,U_OF_ROCHESTER_R00,ROCHESTER,NY,SCHOOL OF MEDICINE & DENTISTRY,2011,NHLBI,private,Unknown,STAYED,11,NO,male,private,private,NO,NO
NIBIB,12,PHARMACOLOGY,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,NIBIB,public,FALSE,FALSE,NIBIB,37,INTERNAL MEDICINE/MEDICINE,U_OF_SOUTHERN_CALIFORNIA_R00,Los Angeles,CA,SCHOOLS OF MEDICINE,2017,NIBIB,Private,R35,LEFT,3,YES,male,public,Private,YES,NO
NIDCD,18,BIOLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF ARTS AND SCIENCES,NIDCD,Private,FALSE,FALSE,NIDCD,3,NEUROSCIENCES,THOMAS_JEFFERSON_U_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2017,NIDCD,Private,R01,LEFT,5,YES,male,Private,Private,YES,NO
NHLBI,49,UnavaiLABle,SCRIPPS_RES_INST_THE_K99,LA JOLLA,CA,Other Domestic Non-Profits,NHLBI,Private,TRUE,TRUE,NHLBI,49,UnavaiLABle,SCRIPPS_RES_INST_THE_R00,LA JOLLA,CA,Other Domestic Non-Profits,2008,NHLBI,Private,R01,STAYED,4,YES,male,Private,Private,YES,YES
NIDDK,13,GENETICS,WAYNE_STATE_U_K99,DETROIT,MI,SCHOOLS OF MEDICINE,NIDDK,Public,FALSE,FALSE,NIDDK,13,UnavaiLABle,HENRY_FORD_HEALTH_SYSTEM_R00,DETROIT,MI,Independent Hospitals,2019,NIDDK,Private,R01,LEFT,3,YES,male,Public,Private,NO,NO
NIGMS,12,BIOCHEMISTRY,PRINCETON_U_K99,Princeton,NJ,GRADUATE SCHOOLS,NIGMS,Private,FALSE,FALSE,NIGMS,1,GENETICS,U_OF_CHICAGO_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2020,NIGMS,private,Unknown,LEFT,2,NO,female,Private,private,NO,NO
NIAAA,1,NEUROSCIENCES,MED_U_OF_SOUTH_CAROLINA_K99,CHARLESTON,SC,SCHOOLS OF MEDICINE,NIAAA,Private,TRUE,TRUE,NIAAA,1,NEUROSCIENCES,MED_U_OF_SOUTH_CAROLINA_R00,CHARLESTON,SC,SCHOOLS OF MEDICINE,2010,NIAAA,Private,R01,STAYED,5,YES,male,Private,Private,NO,NO
NCI,7,ANATOMY/CELL BIOLOGY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,7,UnavaiLABle,BETH_ISRAEL_DEACONESS_MED_CTR_R00,BOSTON,MA,Independent Hospitals,2016,NCI,Private,R01,LEFT,7,YES,female,Private,Private,NO,NO
NCCIH,12,OTHER BASIC SCIENCES,NEW_YORK_U_K99,NEW YORK,NY,SCHOOLS OF DENTISTRY/ORAL HYGN,NCCIH,Private,FALSE,FALSE,NCCIH,37,DENTISTRY,U_OF_SOUTHERN_CALIFORNIA_R00,Los Angeles,CA,SCHOOLS OF DENTISTRY/ORAL HYGN,2012,NCCIH,Private,Unknown,LEFT,10,NO,male,Private,Private,YES,NO
NICHD,5,UnavaiLABle,LINCOLN_PARK_ZOOLOGICAL_SOCIETY_K99,CHICAGO,IL,Domestic For-Profits,NICHD,Private,FALSE,FALSE,NICHD,98,SOCIAL SCIENCES,GEORGE_WASHINGTON_U_R00,WASHINGTON,DC,SCHOOLS OF ARTS AND SCIENCES,2011,NICHD,Private,Unknown,LEFT,11,NO,male,Private,Private,NO,NO
NIDA,5,UnavaiLABle,MCLEAN_HOSP_K99,BELMONT,MA,Independent Hospitals,NIDA,Private,FALSE,FALSE,NIDA,2,PHARMACOLOGY,TEMPLE_U_OF_THE_COMMONWEALTH_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2014,NIDA,Private,Unknown,LEFT,9,NO,male,Private,Private,NO,NO
NIMH,33,NONE,U_OF_CALIFORNIA_LOS_ANGELES_K99,LOS ANGELES,CA,SCHOOLS OF MEDICINE,NIMH,Public,FALSE,FALSE,NIMH,31,PSYCHOLOGY,LOMA_LINDA_U_R00,LOMA LINDA,CA,SCHOOLS OF ARTS AND SCIENCES,2020,NIMH,Private,Unknown,LEFT,2,NO,female,Public,Private,YES,NO
NIA,1,SOCIAL SCIENCES,BROWN_U_K99,PROVIDENCE,RI,SCHOOLS OF ARTS AND SCIENCES,NIA,Private,FALSE,TRUE,NIA,1,NEUROSCIENCES,BROWN_U_R00,PROVIDENCE,RI,SCHOOLS OF MEDICINE,2019,NIA,Private,Unknown,STAYED,3,NO,male,Private,Private,NO,NO
NIMH,13,UnavaiLABle,NEW_YORK_STATE_PSY_K99,NEW YORK,NY,Independent Hospitals,NIMH,Private,FALSE,FALSE,NIMH,2,PSYCHOLOGY,DARTMOUTH_COLL_R00,HANOVER,NH,SCHOOLS OF ARTS AND SCIENCES,2018,NIMH,Private,R01,LEFT,5,YES,female,Private,Private,NO,NO
NIDCR,7,DENTISTRY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF DENTISTRY/ORAL HYGN,NIDCR,Private,TRUE,TRUE,NIDCR,7,DENTISTRY,HARVARD_MED_SCH_R00,BOSTON,MA,SCHOOLS OF DENTISTRY/ORAL HYGN,2018,NIDCR,Private,R01,STAYED,5,YES,female,Private,Private,NO,NO
NIAMS,7,UnavaiLABle,BETH_ISRAEL_DEACONESS_MED_CTR_K99,BOSTON,MA,Independent Hospitals,NIAMS,Private,TRUE,TRUE,NIAMS,7,UnavaiLABle,BETH_ISRAEL_DEACONESS_MED_CTR_R00,BOSTON,MA,Independent Hospitals,2012,NIAMS,Private,Unknown,STAYED,10,NO,female,Private,Private,NO,NO
NICHD,98,NEUROSCIENCES,GEORGETOWN_U_K99,WASHINGTON,DC,SCHOOLS OF MEDICINE,NICHD,Private,FALSE,TRUE,NICHD,98,UnavaiLABle,GEORGETOWN_U_R00,WASHINGTON,DC,Domestic Higher Education,2014,NICHD,Private,Unknown,STAYED,8,NO,male,Private,Private,NO,NO
NCI,7,MISCELLANEOUS,MASSACHUSETTS_INST_OF_TECH_K99,CAMBRIDGE,MA,ORGANIZED RESEARCH UNITS,NCI,Private,FALSE,FALSE,NCI,9,PHYSIOLOGY,BAYLOR_COLL_OF_MED_R00,HOUSTON,TX,SCHOOLS OF MEDICINE,2009,NCI,Private,R01,LEFT,7,YES,male,Private,Private,NO,NO
NICHD,7,VETERINARY SCIENCES,TUFTS_U_BOSTON_K99,BOSTON,MA,SCHOOLS OF VETERINARY MEDICINE,NICHD,Private,TRUE,TRUE,NICHD,7,VETERINARY SCIENCES,TUFTS_U_BOSTON_R00,BOSTON,MA,SCHOOLS OF VETERINARY MEDICINE,2012,NICHD,Private,Unknown,STAYED,11,NO,male,Private,Private,NO,NO
NIA,7,GENETICS,HARVARD_SCH_OF_PUBLIC_HEALTH_K99,BOSTON,MA,SCHOOLS OF PUBLIC HEALTH,NIA,Private,FALSE,FALSE,NIA,1,INTERNAL MEDICINE/MEDICINE,SAINT_LOUIS_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2018,NIA,private,R01,LEFT,4,YES,male,Private,private,NO,NO
